osm_id,osm_type,primary_key,primary_value,name,addr_full,lat,lon,all_tags_json
256219017,node,amenity,place_of_worship,,"Street 10, اسلام آباد",33.7358736,73.0790074,"{""addr:city"": ""اسلام آباد"", ""addr:city:ar"": ""إسلام آباد"", ""addr:city:en"": ""Islamabad"", ""addr:city:ks"": ""اِسلام آبادٖ"", ""addr:city:pnb"": ""اسلام آباد"", ""addr:city:ps"": ""اسلام آباد"", ""addr:city:sd"": ""اسلام آباد"", ""addr:city:ur"": ""اسلام آباد"", ""addr:street"": ""Street 10"", ""amenity"": ""place_of_worship"", ""denomination"": ""sunni"", ""religion"": ""muslim""}"
1089595055,node,amenity,restaurant,Canadian Club,"Street 12, اسلام آباد",33.7209943,73.1123473,"{""addr:city"": ""اسلام آباد"", ""addr:city:ar"": ""إسلام آباد"", ""addr:city:en"": ""Islamabad"", ""addr:city:ks"": ""اِسلام آبادٖ"", ""addr:city:pnb"": ""اسلام آباد"", ""addr:city:ps"": ""اسلام آباد"", ""addr:city:sd"": ""اسلام آباد"", ""addr:city:ur"": ""اسلام آباد"", ""addr:street"": ""Street 12"", ""amenity"": ""restaurant"", ""name"": ""Canadian Club"", ""name:es"": ""Club Canadiense"", ""name:fr"": ""Club Canadien""}"
211325636,node,amenity,restaurant,Daman-e-Koh,Damn-i-koh Road,33.7383666,73.0570403,"{""addr:street"": ""Damn-i-koh Road"", ""amenity"": ""restaurant"", ""cuisine"": ""burger;tea;coffee_shop;asian"", ""is_in"": ""Islamabad"", ""name"": ""Daman-e-Koh"", ""opening_hours"": ""24/7"", ""tourism"": ""viewpoint""}"
254976251,node,amenity,restaurant,Golden Dragon,"Street 4, اسلام آباد",33.7263387,73.0577749,"{""addr:city"": ""اسلام آباد"", ""addr:city:ar"": ""إسلام آباد"", ""addr:city:en"": ""Islamabad"", ""addr:city:ks"": ""اِسلام آبادٖ"", ""addr:city:pnb"": ""اسلام آباد"", ""addr:city:ps"": ""اسلام آباد"", ""addr:city:sd"": ""اسلام آباد"", ""addr:city:ur"": ""اسلام آباد"", ""addr:street"": ""Street 4"", ""amenity"": ""restaurant"", ""name"": ""Golden Dragon""}"
660960200,node,amenity,restaurant,Islamabad Vintage Quisine,"School Road, اسلام آباد",33.7294496,73.0749265,"{""addr:city"": ""اسلام آباد"", ""addr:city:ar"": ""إسلام آباد"", ""addr:city:en"": ""Islamabad"", ""addr:city:ks"": ""اِسلام آبادٖ"", ""addr:city:pnb"": ""اسلام آباد"", ""addr:city:ps"": ""اسلام آباد"", ""addr:city:sd"": ""اسلام آباد"", ""addr:city:ur"": ""اسلام آباد"", ""addr:street"": ""School Road"", ""amenity"": ""restaurant"", ""cuisine"": ""regional"", ""name"": ""Islamabad Vintage Quisine""}"
660960870,node,amenity,restaurant,Kitchen Cusine Grill,"Bhitai Road, اسلام آباد",33.721965,73.0617424,"{""addr:city"": ""اسلام آباد"", ""addr:city:ar"": ""إسلام آباد"", ""addr:city:en"": ""Islamabad"", ""addr:city:ks"": ""اِسلام آبادٖ"", ""addr:city:pnb"": ""اسلام آباد"", ""addr:city:ps"": ""اسلام آباد"", ""addr:city:sd"": ""اسلام آباد"", ""addr:city:ur"": ""اسلام آباد"", ""addr:street"": ""Bhitai Road"", ""amenity"": ""restaurant"", ""name"": ""Kitchen Cusine Grill""}"
800039814,node,amenity,restaurant,Luna Caprese,,33.7303805,73.075362,"{""amenity"": ""restaurant"", ""name"": ""Luna Caprese""}"
660960871,node,amenity,restaurant,Zefra Restaurant,,33.7217479,73.0621813,"{""amenity"": ""restaurant"", ""is_in"": ""F-7/4, Islamabad"", ""name"": ""Zefra Restaurant""}"
977855824,node,amenity,restaurant,پیزا ہٹ,اسلام آباد,33.7221222,73.0587849,"{""addr:city"": ""اسلام آباد"", ""addr:city:ar"": ""إسلام آباد"", ""addr:city:en"": ""Islamabad"", ""addr:city:ks"": ""اِسلام آبادٖ"", ""addr:city:pnb"": ""اسلام آباد"", ""addr:city:ps"": ""اسلام آباد"", ""addr:city:sd"": ""اسلام آباد"", ""addr:city:ur"": ""اسلام آباد"", ""amenity"": ""restaurant"", ""brand"": ""پیزا ہٹ"", ""brand:ar"": ""بيتزا هت"", ""brand:en"": ""Pizza Hut"", ""brand:fa"": ""پیتزا هات"", ""brand:pnb"": ""پزا ہٹ"", ""brand:ur"": ""پیزا ہٹ"", ""brand:wikidata"": ""Q191615"", ""brand:wikipedia"": ""ur:پیزا ہٹ"", ""brand:wikipedia:ar"": ""بيتزا هت"", ""brand:wikipedia:fa"": ""پیتزا هات"", ""brand:wikipedia:pnb"": ""پزا ہٹ"", ""brand:wikipedia:ur"": ""پیزا ہٹ"", ""name"": ""پیزا ہٹ"", ""name:ar"": ""بيتزا هت"", ""name:en"": ""Pizza Hut"", ""name:fa"": ""پیتزا هات"", ""name:pnb"": ""پزا ہٹ"", ""name:ur"": ""پیزا ہٹ""}"
256371663,node,amenity,school,Beaconhouse Margalla Campus,,33.6823327,73.066608,"{""amenity"": ""school"", ""created_by"": ""Potlatch 0.8a"", ""is_in"": ""H-8/4, Islamabad"", ""name"": ""Beaconhouse Margalla Campus""}"
248864319,node,amenity,school,FG Boys Model School,,33.684807,73.0202663,"{""amenity"": ""school"", ""is_in"": ""G-10/3, Islamabad"", ""name"": ""FG Boys Model School""}"
256825235,node,amenity,school,Froebel's International School,,33.722589,73.0531003,"{""amenity"": ""school"", ""created_by"": ""Potlatch 0.8b"", ""is_in"": ""F-7/2, Islamabad"", ""name"": ""Froebel's International School""}"
652425201,node,amenity,school,International Islamic Grammer School,,33.6783486,72.9801959,"{""amenity"": ""school"", ""is_in"": ""F-11/2, Islamabad"", ""name"": ""International Islamic Grammer School""}"
271786131,node,amenity,school,Islamabad Convent,,33.6817039,73.0712068,"{""amenity"": ""school"", ""created_by"": ""Potlatch 0.9c"", ""is_in"": ""H-8/4, Islamabad"", ""name"": ""Islamabad Convent""}"
247682428,node,amenity,school,Islamabad Model College for Girls F-6/2,,33.7302916,73.0728704,"{""amenity"": ""school"", ""is_in"": ""F-6/2, Islamabad"", ""name"": ""Islamabad Model College for Girls F-6/2""}"
271785889,node,amenity,school,OPF Boys College,,33.6823018,73.0703332,"{""amenity"": ""school"", ""name"": ""OPF Boys College""}"
255910264,node,amenity,school,,,33.6963847,73.0541945,"{""amenity"": ""school"", ""created_by"": ""Potlatch 0.8a""}"
4406908789,node,healthcare,clinic,Aziz Medical Center,"Street 16, اسلام آباد, 4400",33.7308751,73.0800905,"{""addr:city"": ""اسلام آباد"", ""addr:city:ar"": ""إسلام آباد"", ""addr:city:en"": ""Islamabad"", ""addr:city:ks"": ""اِسلام آبادٖ"", ""addr:city:pnb"": ""اسلام آباد"", ""addr:city:ps"": ""اسلام آباد"", ""addr:city:sd"": ""اسلام آباد"", ""addr:city:ur"": ""اسلام آباد"", ""addr:postcode"": ""4400"", ""addr:street"": ""Street 16"", ""amenity"": ""clinic"", ""healthcare"": ""clinic"", ""name"": ""Aziz Medical Center"", ""opening_hours"": ""Mo-Fr 09:30-16:30"", ""phone"": ""+92512873191"", ""website"": ""http://amcpk.com""}"
4261349011,node,healthcare,clinic,Dr Salma Kafeel Clinic,"Street 54, اسلام آباد",33.7174231,73.0649213,"{""addr:city"": ""اسلام آباد"", ""addr:city:ar"": ""إسلام آباد"", ""addr:city:en"": ""Islamabad"", ""addr:city:ks"": ""اِسلام آبادٖ"", ""addr:city:pnb"": ""اسلام آباد"", ""addr:city:ps"": ""اسلام آباد"", ""addr:city:sd"": ""اسلام آباد"", ""addr:city:ur"": ""اسلام آباد"", ""addr:street"": ""Street 54"", ""amenity"": ""clinic"", ""healthcare"": ""clinic"", ""name"": ""Dr Salma Kafeel Clinic""}"
4954642831,node,healthcare,clinic,Hadi Jor Clinic,"AKM Fazul Haq Road, اسلام آباد",33.7224927,73.0821087,"{""addr:city"": ""اسلام آباد"", ""addr:city:ar"": ""إسلام آباد"", ""addr:city:en"": ""Islamabad"", ""addr:city:ks"": ""اِسلام آبادٖ"", ""addr:city:pnb"": ""اسلام آباد"", ""addr:city:ps"": ""اسلام آباد"", ""addr:city:sd"": ""اسلام آباد"", ""addr:city:ur"": ""اسلام آباد"", ""addr:street"": ""AKM Fazul Haq Road"", ""amenity"": ""clinic"", ""healthcare"": ""clinic"", ""name"": ""Hadi Jor Clinic""}"
4956663343,node,healthcare,clinic,Haider Clinic,"Ataturk Avenue (Embassy Road);Ataturk Avenue, اسلام آباد",33.7188404,73.0941091,"{""addr:city"": ""اسلام آباد"", ""addr:city:ar"": ""إسلام آباد"", ""addr:city:en"": ""Islamabad"", ""addr:city:ks"": ""اِسلام آبادٖ"", ""addr:city:pnb"": ""اسلام آباد"", ""addr:city:ps"": ""اسلام آباد"", ""addr:city:sd"": ""اسلام آباد"", ""addr:city:ur"": ""اسلام آباد"", ""addr:street"": ""Ataturk Avenue (Embassy Road);Ataturk Avenue"", ""amenity"": ""clinic"", ""healthcare"": ""clinic"", ""name"": ""Haider Clinic""}"
5365964605,node,leisure,park,Airblue Crash Monument,,33.7414923,73.0509441,"{""leisure"": ""park"", ""name"": ""Airblue Crash Monument""}"
6452832189,node,leisure,park,F;LKL;MKKM;,,33.6760059,73.0133624,"{""leisure"": ""park"", ""name"": ""F;LKL;MKKM;""}"
6452831180,node,leisure,park,FG,,33.672375,73.0184542,"{""leisure"": ""park"", ""name"": ""FG"", ""operator"": ""DSF""}"
4956514624,node,leisure,park,Fun City,"Nazim ud Din Road, اسلام آباد",33.7081004,73.0505992,"{""addr:city"": ""اسلام آباد"", ""addr:city:ar"": ""إسلام آباد"", ""addr:city:en"": ""Islamabad"", ""addr:city:ks"": ""اِسلام آبادٖ"", ""addr:city:pnb"": ""اسلام آباد"", ""addr:city:ps"": ""اسلام آباد"", ""addr:city:sd"": ""اسلام آباد"", ""addr:city:ur"": ""اسلام آباد"", ""addr:street"": ""Nazim ud Din Road"", ""leisure"": ""park"", ""name"": ""Fun City""}"
4735701885,node,leisure,park,sfafd,,33.681986,73.1523582,"{""leisure"": ""park"", ""name"": ""sfafd"", ""name:ace"": ""fds""}"
7577900885,node,leisure,park,فاطمہ جناح پارک,اسلام آباد,33.7021194,73.0209926,"{""addr:city"": ""اسلام آباد"", ""addr:city:ar"": ""إسلام آباد"", ""addr:city:ks"": ""اِسلام آبادٖ"", ""addr:city:pnb"": ""اسلام آباد"", ""addr:city:ps"": ""اسلام آباد"", ""addr:city:sd"": ""اسلام آباد"", ""addr:city:ur"": ""اسلام آباد"", ""alt_name"": ""ایف-9 پارک;ایف-9"", ""alt_name:ar"": ""متنزه إف-9;إف-9"", ""alt_name:ur"": ""ایف-9 پارک;ایف-9"", ""alt_name:zh-Hans"": ""F9公园"", ""leisure"": ""park"", ""name"": ""فاطمہ جناح پارک"", ""name:ar"": ""متنزه فاطمة جناح"", ""name:en"": ""Fatima Jinnah Park"", ""name:etymology"": ""فاطمة جناح"", ""name:etymology:wikidata"": ""Q464947"", ""name:etymology:wikipedia"": ""ar:فاطمة جناح"", ""name:hi"": ""फातिमा जिन्ना पार्क"", ""name:pnb"": ""کیپیٹل پارک اسلام آباد"", ""name:ur"": ""فاطمہ جناح پارک"", ""tourism"": ""attraction"", ""wikidata"": ""Q3305506"", ""wikimedia_commons"": ""Category:Fatima Jinnah Park"", ""wikipedia"": ""pnb:کیپیٹل پارک اسلام آباد"", ""wikipedia:pnb"": ""کیپیٹل پارک اسلام آباد""}"
3761388557,node,leisure,park,,,33.689973,73.0010898,"{""leisure"": ""park""}"
9287056961,node,leisure,park,,,33.6638036,73.0456919,"{""leisure"": ""park""}"
297648116,node,office,government,Directorate General ISI,"Khayaban-e-Suhrwardy, اسلام آباد",33.7034525,73.0803143,"{""addr:city"": ""اسلام آباد"", ""addr:city:ar"": ""إسلام آباد"", ""addr:city:en"": ""Islamabad"", ""addr:city:ks"": ""اِسلام آبادٖ"", ""addr:city:pnb"": ""اسلام آباد"", ""addr:city:ps"": ""اسلام آباد"", ""addr:city:sd"": ""اسلام آباد"", ""addr:city:ur"": ""اسلام آباد"", ""addr:street"": ""Khayaban-e-Suhrwardy"", ""name"": ""Directorate General ISI"", ""office"": ""government""}"
4322683090,node,office,government,IRSA,Service Road South G9,33.6778276,73.0319203,"{""addr:street"": ""Service Road South G9"", ""name"": ""IRSA"", ""office"": ""government""}"
2346585366,node,office,government,Intellectual Property Organization Of Pakistan,"Service Road West G5;Service Road West F5, اسلام آباد",33.7248284,73.0957686,"{""addr:city"": ""اسلام آباد"", ""addr:city:ar"": ""إسلام آباد"", ""addr:city:en"": ""Islamabad"", ""addr:city:ks"": ""اِسلام آبادٖ"", ""addr:city:pnb"": ""اسلام آباد"", ""addr:city:ps"": ""اسلام آباد"", ""addr:city:sd"": ""اسلام آباد"", ""addr:city:ur"": ""اسلام آباد"", ""addr:street"": ""Service Road West G5;Service Road West F5"", ""name"": ""Intellectual Property Organization Of Pakistan"", ""office"": ""government""}"
3517204507,node,office,government,Ministry of Religious Affairs,"Post Office Road, اسلام آباد",33.7185423,73.0850972,"{""addr:city"": ""اسلام آباد"", ""addr:city:ar"": ""إسلام آباد"", ""addr:city:en"": ""Islamabad"", ""addr:city:ks"": ""اِسلام آبادٖ"", ""addr:city:pnb"": ""اسلام آباد"", ""addr:city:ps"": ""اسلام آباد"", ""addr:city:sd"": ""اسلام آباد"", ""addr:city:ur"": ""اسلام آباد"", ""addr:street"": ""Post Office Road"", ""name"": ""Ministry of Religious Affairs"", ""office"": ""government""}"
3661923073,node,office,government,National Emergency Operations Centre for Polio Eradication,,33.6877951,73.1405125,"{""name"": ""National Emergency Operations Centre for Polio Eradication"", ""office"": ""government"", ""ref"": ""D""}"
1164635860,node,office,government,Securities and Exchange Commission of Pakistan (SECP),"Jinnah Avenue, اسلام آباد",33.7153307,73.0654703,"{""addr:city"": ""اسلام آباد"", ""addr:city:ar"": ""إسلام آباد"", ""addr:city:en"": ""Islamabad"", ""addr:city:ks"": ""اِسلام آبادٖ"", ""addr:city:pnb"": ""اسلام آباد"", ""addr:city:ps"": ""اسلام آباد"", ""addr:city:sd"": ""اسلام آباد"", ""addr:city:ur"": ""اسلام آباد"", ""addr:street"": ""Jinnah Avenue"", ""name"": ""Securities and Exchange Commission of Pakistan (SECP)"", ""office"": ""government""}"
1089612315,node,office,government,وزارت خارجہ,"بائیسکل روڈ, اسلام آباد",33.7186686,73.1024313,"{""addr:city"": ""اسلام آباد"", ""addr:city:ar"": ""إسلام آباد"", ""addr:city:en"": ""Islamabad"", ""addr:city:ks"": ""اِسلام آبادٖ"", ""addr:city:pnb"": ""اسلام آباد"", ""addr:city:ps"": ""اسلام آباد"", ""addr:city:sd"": ""اسلام آباد"", ""addr:city:ur"": ""اسلام آباد"", ""addr:street"": ""بائیسکل روڈ"", ""name"": ""وزارت خارجہ"", ""name:ar"": ""وزارة الشئون الخارجية"", ""name:de"": ""Ministerium für Auswärtige Angelegenheiten"", ""name:en"": ""Ministry of Foreign Affairs"", ""name:es"": ""Ministerio de Relaciones Exteriores"", ""name:ur"": ""وزارت خارجہ"", ""office"": ""government""}"
256192615,node,office,government,پارلیمنٹ ہاؤس,اسلام آباد,33.7301179,73.0969569,"{""addr:city"": ""اسلام آباد"", ""name"": ""پارلیمنٹ ہاؤس"", ""name:ar"": ""مبنى البرلمان"", ""name:en"": ""Parliament House"", ""name:es"": ""Casa del Parlamento"", ""name:ur"": ""پارلیمنٹ ہاؤس"", ""office"": ""government"", ""wikidata"": ""Q2665089""}"
1425890636,node,shop,convenience,Abbasi Market,,33.7161266,73.0428007,"{""name"": ""Abbasi Market"", ""shop"": ""convenience""}"
1240999870,node,shop,convenience,Am-Pm grocery,,33.712981,73.062723,"{""cmt"": ""25-DEC-09 11:17:57"", ""description"": ""25-DEC-09 11:17:57"", ""ele"": ""551.197510"", ""name"": ""Am-Pm grocery"", ""shop"": ""convenience"", ""source"": ""GPS"", ""sym"": ""Shopping Center""}"
920248536,node,shop,convenience,Bakeman,"Kohistan Road, اسلام آباد",33.7127752,73.04055,"{""addr:city"": ""اسلام آباد"", ""addr:city:ar"": ""إسلام آباد"", ""addr:city:en"": ""Islamabad"", ""addr:city:ks"": ""اِسلام آبادٖ"", ""addr:city:pnb"": ""اسلام آباد"", ""addr:city:ps"": ""اسلام آباد"", ""addr:city:sd"": ""اسلام آباد"", ""addr:city:ur"": ""اسلام آباد"", ""addr:street"": ""Kohistan Road"", ""name"": ""Bakeman"", ""shop"": ""convenience""}"
3438923548,node,shop,convenience,Khokaa,,33.6675584,73.0437969,"{""alt_name"": ""guddu's khokaa"", ""designation"": ""tuck shop"", ""name"": ""Khokaa"", ""shop"": ""convenience""}"
258067338,node,shop,convenience,Salman Market,"Street 24, اسلام آباد",33.6822808,72.9803484,"{""addr:city"": ""اسلام آباد"", ""addr:city:ar"": ""إسلام آباد"", ""addr:city:en"": ""Islamabad"", ""addr:city:ks"": ""اِسلام آبادٖ"", ""addr:city:pnb"": ""اسلام آباد"", ""addr:city:ps"": ""اسلام آباد"", ""addr:city:sd"": ""اسلام آباد"", ""addr:city:ur"": ""اسلام آباد"", ""addr:street"": ""Street 24"", ""landuse"": ""retail"", ""name"": ""Salman Market"", ""shop"": ""convenience""}"
1230663592,node,shop,convenience,Sham's,"School Road, اسلام آباد",33.7291957,73.0743875,"{""addr:city"": ""اسلام آباد"", ""addr:city:ar"": ""إسلام آباد"", ""addr:city:en"": ""Islamabad"", ""addr:city:ks"": ""اِسلام آبادٖ"", ""addr:city:pnb"": ""اسلام آباد"", ""addr:city:ps"": ""اسلام آباد"", ""addr:city:sd"": ""اسلام آباد"", ""addr:city:ur"": ""اسلام آباد"", ""addr:street"": ""School Road"", ""name"": ""Sham's"", ""shop"": ""convenience""}"
241905500,node,shop,convenience,Tariq Market,اسلام آباد,33.6905349,72.9988425,"{""addr:city"": ""اسلام آباد"", ""addr:city:ar"": ""إسلام آباد"", ""addr:city:en"": ""Islamabad"", ""addr:city:ks"": ""اِسلام آبادٖ"", ""addr:city:pnb"": ""اسلام آباد"", ""addr:city:ps"": ""اسلام آباد"", ""addr:city:sd"": ""اسلام آباد"", ""addr:city:ur"": ""اسلام آباد"", ""addr:place"": ""F - 10/2"", ""name"": ""Tariq Market"", ""shop"": ""convenience""}"
1089417190,node,shop,convenience,,,33.7356596,73.0786378,"{""is_in"": ""Kohsar Market, F-6/3, Islamabad"", ""shop"": ""convenience""}"
4515463994,node,shop,supermarket,Al-Habib Market,,33.7115228,73.0695947,"{""name"": ""Al-Habib Market"", ""name:en"": ""Al-Habib Market"", ""shop"": ""supermarket""}"
4561972037,node,shop,supermarket,Buy Best,,33.6690857,73.0755462,"{""name"": ""Buy Best"", ""shop"": ""supermarket""}"
659736441,node,shop,supermarket,Food 24 Hours,,33.6834934,72.9871111,"{""amenity"": ""fast_food"", ""is_in"": ""F-11 Markaz, Islamabad"", ""name"": ""Food 24 Hours"", ""shop"": ""supermarket""}"
4261721890,node,shop,supermarket,M&S Store,"Kohistan Road, اسلام آباد",33.7126976,73.0404178,"{""addr:city"": ""اسلام آباد"", ""addr:city:ar"": ""إسلام آباد"", ""addr:city:en"": ""Islamabad"", ""addr:city:ks"": ""اِسلام آبادٖ"", ""addr:city:pnb"": ""اسلام آباد"", ""addr:city:ps"": ""اسلام آباد"", ""addr:city:sd"": ""اسلام آباد"", ""addr:city:ur"": ""اسلام آباد"", ""addr:street"": ""Kohistan Road"", ""name"": ""M&S Store"", ""shop"": ""supermarket""}"
4561973637,node,shop,supermarket,Madina Cash & Carry MCC,,33.6691639,73.0750903,"{""name"": ""Madina Cash & Carry MCC"", ""shop"": ""supermarket""}"
4254679193,node,shop,supermarket,Punjab Cash & Carry ,,33.687286,73.0340171,"{""name"": ""Punjab Cash & Carry "", ""opening_hours"": ""Mo-Su 09:30-23:00"", ""phone"": ""0512285678"", ""shop"": ""supermarket""}"
4571538592,node,shop,supermarket,Taqwa Market,Gali 109,33.6893093,73.0398803,"{""addr:street"": ""Gali 109"", ""name"": ""Taqwa Market"", ""name:en"": ""Taqwa Market"", ""shop"": ""supermarket""}"
242106656,node,shop,supermarket,شہزاد ٹاؤن Shehzad Town Chak Shehzad islamabad,"Chak shehzad, Shehzad Town, islamabad, 46000",33.672493,73.1397655,"{""addr:city"": ""islamabad"", ""addr:housenumber"": ""Shehzad Town"", ""addr:postcode"": ""46000"", ""addr:street"": ""Chak shehzad"", ""name"": ""شہزاد ٹاؤن Shehzad Town Chak Shehzad islamabad"", ""name:en"": ""Shehzad Town Chak Shehzad islamabad"", ""name:ur"": ""شہزاد ٹاؤن"", ""shop"": ""supermarket""}"
2169733225,node,tourism,hotel,Comfort Residency,"College Road, Street 16, F-7/2, 47, اسلام آباد",33.7195965,73.0520807,"{""addr:city"": ""اسلام آباد"", ""addr:city:ar"": ""إسلام آباد"", ""addr:city:en"": ""Islamabad"", ""addr:city:ks"": ""اِسلام آبادٖ"", ""addr:city:pnb"": ""اسلام آباد"", ""addr:city:ps"": ""اسلام آباد"", ""addr:city:sd"": ""اسلام آباد"", ""addr:city:ur"": ""اسلام آباد"", ""addr:housenumber"": ""47"", ""addr:province"": ""Punjab"", ""addr:street"": ""College Road, Street 16, F-7/2"", ""internet_access"": ""wlan"", ""internet_access:fee"": ""no"", ""name"": ""Comfort Residency"", ""note"": ""Very good accomondation in Islamabad close the shops and restaurants."", ""phone"": ""+92 51 2609301"", ""smoking"": ""separated"", ""source"": ""local_knowledge"", ""tourism"": ""hotel"", ""website"": ""www.comfortresidencyisb.com"", ""wheelchair"": ""limited""}"
2142192669,node,tourism,hotel,Fortalice Koshar,"26, F-6/2, 18, اسلام آباد",33.728561,73.068271,"{""addr:city"": ""اسلام آباد"", ""addr:city:ar"": ""إسلام آباد"", ""addr:city:en"": ""Islamabad"", ""addr:city:ks"": ""اِسلام آبادٖ"", ""addr:city:pnb"": ""اسلام آباد"", ""addr:city:ps"": ""اسلام آباد"", ""addr:city:sd"": ""اسلام آباد"", ""addr:city:ur"": ""اسلام آباد"", ""addr:housenumber"": ""18"", ""addr:street"": ""26, F-6/2"", ""internet_access"": ""wlan"", ""internet_access:fee"": ""yes"", ""name"": ""Fortalice Koshar"", ""note"": ""kohsar@fortalice.com.pk"", ""phone"": ""+92 51 2820304"", ""smoking"": ""separated"", ""tourism"": ""hotel"", ""website"": ""www.fortalice.com.pk"", ""wheelchair"": ""limited""}"
3810190427,node,tourism,hotel,Heaven Heights Hotel,,33.7051387,73.0690439,"{""name"": ""Heaven Heights Hotel"", ""tourism"": ""hotel""}"
977852301,node,tourism,hotel,Hill View Hotel,"F 7 Markaz, اسلام آباد",33.7211151,73.0565451,"{""addr:city"": ""اسلام آباد"", ""addr:city:ar"": ""إسلام آباد"", ""addr:city:en"": ""Islamabad"", ""addr:city:ks"": ""اِسلام آبادٖ"", ""addr:city:pnb"": ""اسلام آباد"", ""addr:city:ps"": ""اسلام آباد"", ""addr:city:sd"": ""اسلام آباد"", ""addr:city:ur"": ""اسلام آباد"", ""addr:street"": ""F 7 Markaz"", ""email"": ""info@hotelhillview.net"", ""fax"": ""+92-51-2608520"", ""internet_access"": ""yes"", ""name"": ""Hill View Hotel"", ""phone"": ""+92-51-8319000"", ""stars"": ""2"", ""tourism"": ""hotel"", ""website"": ""https://hotelhillview.net/""}"
4338385491,node,tourism,hotel,Hotel Al-Habib,Muhammad Buksh Road,33.703488,73.0714023,"{""addr:street"": ""Muhammad Buksh Road"", ""air_conditioning"": ""yes"", ""check_date"": ""2023-03-26"", ""internet_access"": ""wlan"", ""name"": ""Hotel Al-Habib"", ""opening_hours"": ""24/7"", ""phone"": ""923004137171"", ""reservation"": ""yes"", ""stars"": ""2"", ""tourism"": ""hotel"", ""wheelchair"": ""no""}"
275772610,node,tourism,hotel,Laraib Inn,Rohtas Road,33.6822331,73.0362653,"{""addr:city:ar"": ""إسلام آباد"", ""addr:city:en"": ""Islamabad"", ""addr:city:ks"": ""اِسلام آبادٖ"", ""addr:city:pnb"": ""اسلام آباد"", ""addr:city:ps"": ""اسلام آباد"", ""addr:city:sd"": ""اسلام آباد"", ""addr:city:ur"": ""اسلام آباد"", ""addr:street"": ""Rohtas Road"", ""name"": ""Laraib Inn"", ""source"": ""Yahoo + Local Knowledge"", ""tourism"": ""hotel""}"
3517205624,node,tourism,hotel,Marriott Hotel,"Service Road West G5;Service Road West F5, اسلام آباد",33.7326104,73.0861695,"{""addr:city"": ""اسلام آباد"", ""addr:city:ar"": ""إسلام آباد"", ""addr:city:en"": ""Islamabad"", ""addr:city:ks"": ""اِسلام آبادٖ"", ""addr:city:pnb"": ""اسلام آباد"", ""addr:city:ps"": ""اسلام آباد"", ""addr:city:sd"": ""اسلام آباد"", ""addr:city:ur"": ""اسلام آباد"", ""addr:street"": ""Service Road West G5;Service Road West F5"", ""name"": ""Marriott Hotel"", ""tourism"": ""hotel""}"
2247154027,node,tourism,hotel,ایلچی کانٹی نینٹل ہوٹل,اسلام آباد,33.7107225,73.0596301,"{""addr:city"": ""اسلام آباد"", ""addr:city:ar"": ""إسلام آباد"", ""addr:city:ks"": ""اِسلام آبادٖ"", ""addr:city:pnb"": ""اسلام آباد"", ""addr:city:ps"": ""اسلام آباد"", ""addr:city:sd"": ""اسلام آباد"", ""addr:city:ur"": ""اسلام آباد"", ""name"": ""ایلچی کانٹی نینٹل ہوٹل"", ""name:en"": ""Envoy Continental Hotel"", ""name:ur"": ""ایلچی کانٹی نینٹل ہوٹل"", ""tourism"": ""hotel"", ""wikidata"": ""Q112002432""}"
